saps,fecha,servicio,turno,consulta_cantidad,rango_etario,sexo,detalle
DR. ANIBAL MALVIDO,2020-11-01,ODONTOLOGIA,MANANA,3,5 - 14 ANIOS,F,URGENCIA
DR. ANIBAL MALVIDO,2020-11-01,ODONTOLOGIA,MANANA,4,5 - 14 ANIOS,M,URGENCIA
DR. ANIBAL MALVIDO,2020-11-01,ODONTOLOGIA,MANANA,1,15 - 19 ANIOS,F,URGENCIA
DR. ANIBAL MALVIDO,2020-11-01,ODONTOLOGIA,MANANA,2,15 - 19 ANIOS,M,URGENCIA
DR. ANIBAL MALVIDO,2020-11-01,ODONTOLOGIA,MANANA,4,20-39 ANIOS,F,URGENCIA
DR. ANIBAL MALVIDO,2020-11-01,ODONTOLOGIA,MANANA,5,20-39 ANIOS,M,URGENCIA
DR. ANIBAL MALVIDO,2020-11-01,ODONTOLOGIA,MANANA,4,40-69 ANIOS,F,URGENCIA
DR. ANIBAL MALVIDO,2020-11-01,ODONTOLOGIA,MANANA,4,40-69 ANIOS,M,URGENCIA
DR. ANIBAL MALVIDO,2020-11-01,ODONTOLOGIA,MANANA,1,20-39 ANIOS,M,FOTOCURADO ANTERIORES Y PosTERIORES
DR. ANIBAL MALVIDO,2020-11-01,ODONTOLOGIA,MANANA,1,20-39 ANIOS,F,TARTREC Y CEPILLADO MECAniCO
DR. ANIBAL MALVIDO,2020-11-01,ODONTOLOGIA,MANANA,1,20-39 ANIOS,M,TARTREC Y CEPILLADO MECAniCO
DR. ANIBAL MALVIDO,2020-11-01,ODONTOLOGIA,MANANA,1,1 - 4 ANIOS,M,EXTRACCION DENTARIA
DR. ANIBAL MALVIDO,2020-11-01,ODONTOLOGIA,MANANA,2,20-39 ANIOS,F,EXTRACCION DENTARIA
DR. ANIBAL MALVIDO,2020-11-01,ODONTOLOGIA,MANANA,2,40-69 ANIOS,M,EXTRACCION DENTARIA
DR. ANIBAL MALVIDO,2020-11-01,ODONTOLOGIA,MANANA,1,>=70 ANIOS,F,EXTRACCION DENTARIA
DR. SUSSINI,2020-11-01,ODONTOLOGIA,MANANA,1,< 1 ANIO,M,CONSULTA-ADULTO (Desde 15 anios)
DR. SUSSINI,2020-11-01,ODONTOLOGIA,MANANA,5,5 - 14 ANIOS,F,CONSULTA-ADULTO (Desde 15 anios)
DR. SUSSINI,2020-11-01,ODONTOLOGIA,MANANA,2,5 - 14 ANIOS,M,CONSULTA-ADULTO (Desde 15 anios)
DR. SUSSINI,2020-11-01,ODONTOLOGIA,MANANA,6,20-39 ANIOS,F,CONSULTA-ADULTO (Desde 15 anios)
DR. SUSSINI,2020-11-01,ODONTOLOGIA,MANANA,2,20-39 ANIOS,M,CONSULTA-ADULTO (Desde 15 anios)
DR. SUSSINI,2020-11-01,ODONTOLOGIA,MANANA,1,40-69 ANIOS,F,CONSULTA-ADULTO (Desde 15 anios)
DR. SUSSINI,2020-11-01,ODONTOLOGIA,MANANA,1,40-69 ANIOS,M,CONSULTA-ADULTO (Desde 15 anios)
DR. SUSSINI,2020-11-01,ODONTOLOGIA,MANANA,1,1 - 4 ANIOS,M,URGENCIA
DR. SUSSINI,2020-11-01,ODONTOLOGIA,MANANA,1,5 - 14 ANIOS,F,URGENCIA
DR. SUSSINI,2020-11-01,ODONTOLOGIA,MANANA,4,5 - 14 ANIOS,M,URGENCIA
DR. SUSSINI,2020-11-01,ODONTOLOGIA,MANANA,1,15 - 19 ANIOS,M,URGENCIA
DR. SUSSINI,2020-11-01,ODONTOLOGIA,MANANA,4,20-39 ANIOS,M,URGENCIA
DR. SUSSINI,2020-11-01,ODONTOLOGIA,MANANA,2,40-69 ANIOS,F,URGENCIA
DR. SUSSINI,2020-11-01,ODONTOLOGIA,MANANA,2,40-69 ANIOS,M,URGENCIA
DR. SUSSINI,2020-11-01,ODONTOLOGIA,MANANA,1,40-69 ANIOS,F,FOTOCURADO ANTERIORES Y PosTERIORES
DR. SUSSINI,2020-11-01,ODONTOLOGIA,MANANA,9,5 - 14 ANIOS,F,INACTIVACION DE CARIES
DR. SUSSINI,2020-11-01,ODONTOLOGIA,MANANA,2,5 - 14 ANIOS,M,INACTIVACION DE CARIES
DR. SUSSINI,2020-11-01,ODONTOLOGIA,MANANA,3,20-39 ANIOS,F,INACTIVACION DE CARIES
DR. SUSSINI,2020-11-01,ODONTOLOGIA,MANANA,1,20-39 ANIOS,M,INACTIVACION DE CARIES
DR. SUSSINI,2020-11-01,ODONTOLOGIA,MANANA,4,40-69 ANIOS,F,INACTIVACION DE CARIES
DR. SUSSINI,2020-11-01,ODONTOLOGIA,MANANA,3,5 - 14 ANIOS,F,"DETENCION, CONTROL PLACA BACTERIANA Y ENS"
DR. SUSSINI,2020-11-01,ODONTOLOGIA,MANANA,2,20-39 ANIOS,F,"DETENCION, CONTROL PLACA BACTERIANA Y ENS"
DR. SUSSINI,2020-11-01,ODONTOLOGIA,MANANA,1,20-39 ANIOS,M,"DETENCION, CONTROL PLACA BACTERIANA Y ENS"
DR. SUSSINI,2020-11-01,ODONTOLOGIA,MANANA,3,5 - 14 ANIOS,M,EXTRACCION DENTARIA
DR. SUSSINI,2020-11-01,ODONTOLOGIA,MANANA,1,40-69 ANIOS,M,EXTRACCION DENTARIA
DR. SUSSINI,2020-11-01,ODONTOLOGIA,TARDE,1,5 - 14 ANIOS,F,CONSULTA-ADULTO (Desde 15 anios)
DR. SUSSINI,2020-11-01,ODONTOLOGIA,TARDE,1,5 - 14 ANIOS,M,CONSULTA-ADULTO (Desde 15 anios)
DR. SUSSINI,2020-11-01,ODONTOLOGIA,TARDE,1,15 - 19 ANIOS,F,CONSULTA-ADULTO (Desde 15 anios)
DR. SUSSINI,2020-11-01,ODONTOLOGIA,TARDE,6,20-39 ANIOS,F,CONSULTA-ADULTO (Desde 15 anios)
DR. SUSSINI,2020-11-01,ODONTOLOGIA,TARDE,6,20-39 ANIOS,M,CONSULTA-ADULTO (Desde 15 anios)
DR. SUSSINI,2020-11-01,ODONTOLOGIA,TARDE,4,40-69 ANIOS,F,CONSULTA-ADULTO (Desde 15 anios)
DR. SUSSINI,2020-11-01,ODONTOLOGIA,TARDE,4,40-69 ANIOS,M,CONSULTA-ADULTO (Desde 15 anios)
DR. SUSSINI,2020-11-01,ODONTOLOGIA,TARDE,1,20-39 ANIOS,F,URGENCIA
DR. SUSSINI,2020-11-01,ODONTOLOGIA,TARDE,3,40-69 ANIOS,F,URGENCIA
DR. SUSSINI,2020-11-01,ODONTOLOGIA,TARDE,3,20-39 ANIOS,F,"DETENCION, CONTROL PLACA BACTERIANA Y ENS"
DR. SUSSINI,2020-11-01,ODONTOLOGIA,TARDE,2,20-39 ANIOS,M,"DETENCION, CONTROL PLACA BACTERIANA Y ENS"
DR. SUSSINI,2020-11-01,ODONTOLOGIA,TARDE,1,40-69 ANIOS,F,"DETENCION, CONTROL PLACA BACTERIANA Y ENS"
DR. SUSSINI,2020-11-01,ODONTOLOGIA,TARDE,2,40-69 ANIOS,M,"DETENCION, CONTROL PLACA BACTERIANA Y ENS"
DR. SUSSINI,2020-11-01,ODONTOLOGIA,TARDE,1,5 - 14 ANIOS,F,CONSULTAS FICHADAS Y MOTIVACION (ninios hasta 14 anios)
DR. SUSSINI,2020-11-01,ODONTOLOGIA,TARDE,1,5 - 14 ANIOS,M,CONSULTAS FICHADAS Y MOTIVACION (ninios hasta 14 anios)
ITATI,2020-11-01,ODONTOLOGIA,MANANA,3,15 - 19 ANIOS,F,CONSULTA-ADULTO (Desde 15 anios)
ITATI,2020-11-01,ODONTOLOGIA,MANANA,1,15 - 19 ANIOS,M,CONSULTA-ADULTO (Desde 15 anios)
ITATI,2020-11-01,ODONTOLOGIA,MANANA,1,20-39 ANIOS,F,CONSULTA-ADULTO (Desde 15 anios)
ITATI,2020-11-01,ODONTOLOGIA,MANANA,3,20-39 ANIOS,M,CONSULTA-ADULTO (Desde 15 anios)
ITATI,2020-11-01,ODONTOLOGIA,MANANA,2,40-69 ANIOS,F,CONSULTA-ADULTO (Desde 15 anios)
ITATI,2020-11-01,ODONTOLOGIA,MANANA,1,40-69 ANIOS,M,CONSULTA-ADULTO (Desde 15 anios)
ITATI,2020-11-01,ODONTOLOGIA,MANANA,2,>=70 ANIOS,F,CONSULTA-ADULTO (Desde 15 anios)
ITATI,2020-11-01,ODONTOLOGIA,MANANA,2,1 - 4 ANIOS,F,URGENCIA
ITATI,2020-11-01,ODONTOLOGIA,MANANA,1,1 - 4 ANIOS,M,URGENCIA
ITATI,2020-11-01,ODONTOLOGIA,MANANA,3,5 - 14 ANIOS,F,URGENCIA
ITATI,2020-11-01,ODONTOLOGIA,MANANA,1,5 - 14 ANIOS,M,URGENCIA
ITATI,2020-11-01,ODONTOLOGIA,MANANA,1,15 - 19 ANIOS,F,URGENCIA
ITATI,2020-11-01,ODONTOLOGIA,MANANA,1,15 - 19 ANIOS,M,URGENCIA
ITATI,2020-11-01,ODONTOLOGIA,MANANA,1,20-39 ANIOS,F,URGENCIA
ITATI,2020-11-01,ODONTOLOGIA,MANANA,2,20-39 ANIOS,M,URGENCIA
ITATI,2020-11-01,ODONTOLOGIA,MANANA,1,40-69 ANIOS,F,URGENCIA
ITATI,2020-11-01,ODONTOLOGIA,MANANA,1,40-69 ANIOS,M,URGENCIA
ITATI,2020-11-01,ODONTOLOGIA,MANANA,2,>=70 ANIOS,F,URGENCIA
ITATI,2020-11-01,ODONTOLOGIA,MANANA,1,>=70 ANIOS,M,FOTOCURADO ANTERIORES Y PosTERIORES
ITATI,2020-11-01,ODONTOLOGIA,MANANA,2,5 - 14 ANIOS,F,FOTOCURADO ANTERIORES Y PosTERIORES
ITATI,2020-11-01,ODONTOLOGIA,MANANA,1,5 - 14 ANIOS,M,FOTOCURADO ANTERIORES Y PosTERIORES
ITATI,2020-11-01,ODONTOLOGIA,MANANA,4,15 - 19 ANIOS,F,FOTOCURADO ANTERIORES Y PosTERIORES
ITATI,2020-11-01,ODONTOLOGIA,MANANA,1,15 - 19 ANIOS,M,FOTOCURADO ANTERIORES Y PosTERIORES
ITATI,2020-11-01,ODONTOLOGIA,MANANA,3,20-39 ANIOS,F,FOTOCURADO ANTERIORES Y PosTERIORES
ITATI,2020-11-01,ODONTOLOGIA,MANANA,2,20-39 ANIOS,M,FOTOCURADO ANTERIORES Y PosTERIORES
ITATI,2020-11-01,ODONTOLOGIA,MANANA,3,40-69 ANIOS,F,FOTOCURADO ANTERIORES Y PosTERIORES
ITATI,2020-11-01,ODONTOLOGIA,MANANA,1,40-69 ANIOS,M,FOTOCURADO ANTERIORES Y PosTERIORES
ITATI,2020-11-01,ODONTOLOGIA,MANANA,3,5 - 14 ANIOS,F,TARTREC Y CEPILLADO MECAniCO
ITATI,2020-11-01,ODONTOLOGIA,MANANA,1,5 - 14 ANIOS,M,TARTREC Y CEPILLADO MECAniCO
ITATI,2020-11-01,ODONTOLOGIA,MANANA,5,15 - 19 ANIOS,F,TARTREC Y CEPILLADO MECAniCO
ITATI,2020-11-01,ODONTOLOGIA,MANANA,2,15 - 19 ANIOS,M,TARTREC Y CEPILLADO MECAniCO
ITATI,2020-11-01,ODONTOLOGIA,MANANA,5,20-39 ANIOS,F,TARTREC Y CEPILLADO MECAniCO
ITATI,2020-11-01,ODONTOLOGIA,MANANA,3,20-39 ANIOS,M,TARTREC Y CEPILLADO MECAniCO
ITATI,2020-11-01,ODONTOLOGIA,MANANA,4,40-69 ANIOS,F,TARTREC Y CEPILLADO MECAniCO
ITATI,2020-11-01,ODONTOLOGIA,MANANA,3,5 - 14 ANIOS,F,APLICACION DE FLUOR
ITATI,2020-11-01,ODONTOLOGIA,MANANA,2,5 - 14 ANIOS,M,APLICACION DE FLUOR
ITATI,2020-11-01,ODONTOLOGIA,MANANA,3,5 - 14 ANIOS,F,"DETENCION, CONTROL PLACA BACTERIANA Y ENS"
ITATI,2020-11-01,ODONTOLOGIA,MANANA,2,5 - 14 ANIOS,M,"DETENCION, CONTROL PLACA BACTERIANA Y ENS"
ITATI,2020-11-01,ODONTOLOGIA,MANANA,2,15 - 19 ANIOS,F,"DETENCION, CONTROL PLACA BACTERIANA Y ENS"
ITATI,2020-11-01,ODONTOLOGIA,MANANA,1,15 - 19 ANIOS,M,"DETENCION, CONTROL PLACA BACTERIANA Y ENS"
ITATI,2020-11-01,ODONTOLOGIA,MANANA,4,20-39 ANIOS,F,EXTRACCION DENTARIA
ITATI,2020-11-01,ODONTOLOGIA,MANANA,1,5 - 14 ANIOS,M,EXTRACCION DENTARIA
ITATI,2020-11-01,ODONTOLOGIA,MANANA,1,15 - 19 ANIOS,M,EXTRACCION DENTARIA
ITATI,2020-11-01,ODONTOLOGIA,MANANA,1,20-39 ANIOS,F,EXTRACCION DENTARIA
ITATI,2020-11-01,ODONTOLOGIA,MANANA,1,20-39 ANIOS,M,EXTRACCION DENTARIA
ITATI,2020-11-01,ODONTOLOGIA,MANANA,1,40-69 ANIOS,F,EXTRACCION DENTARIA
ITATI,2020-11-01,ODONTOLOGIA,MANANA,1,40-69 ANIOS,M,EXTRACCION DENTARIA
ITATI,2020-11-01,ODONTOLOGIA,MANANA,2,>=70 ANIOS,F,EXTRACCION DENTARIA
DR. KORIMBLUM,2020-11-01,ODONTOLOGIA,TARDE,1,20-39 ANIOS,F,CONSULTA-ADULTO (Desde 15 anios)
DR. KORIMBLUM,2020-11-01,ODONTOLOGIA,TARDE,1,40-69 ANIOS,F,CONSULTA-ADULTO (Desde 15 anios)
DR. KORIMBLUM,2020-11-01,ODONTOLOGIA,TARDE,7,5 - 14 ANIOS,F,URGENCIA
DR. KORIMBLUM,2020-11-01,ODONTOLOGIA,TARDE,8,5 - 14 ANIOS,M,URGENCIA
DR. KORIMBLUM,2020-11-01,ODONTOLOGIA,TARDE,8,15 - 19 ANIOS,F,URGENCIA
DR. KORIMBLUM,2020-11-01,ODONTOLOGIA,TARDE,6,15 - 19 ANIOS,M,URGENCIA
DR. KORIMBLUM,2020-11-01,ODONTOLOGIA,TARDE,20,20-39 ANIOS,F,URGENCIA
DR. KORIMBLUM,2020-11-01,ODONTOLOGIA,TARDE,8,20-39 ANIOS,M,URGENCIA
DR. KORIMBLUM,2020-11-01,ODONTOLOGIA,TARDE,7,40-69 ANIOS,F,URGENCIA
DR. KORIMBLUM,2020-11-01,ODONTOLOGIA,TARDE,1,40-69 ANIOS,M,URGENCIA
DR. KORIMBLUM,2020-11-01,ODONTOLOGIA,TARDE,7,20-39 ANIOS,F,EXTRACCION DENTARIA
DR. KORIMBLUM,2020-11-01,ODONTOLOGIA,TARDE,6,20-39 ANIOS,M,EXTRACCION DENTARIA
DR. KORIMBLUM,2020-11-01,ODONTOLOGIA,TARDE,3,40-69 ANIOS,F,EXTRACCION DENTARIA
DR. KORIMBLUM,2020-11-01,ODONTOLOGIA,TARDE,2,40-69 ANIOS,M,EXTRACCION DENTARIA
DR. ANIBAL MALVIDO,2020-11-01,ODONTOLOGIA,TARDE,6,15 - 19 ANIOS,F,CONSULTA-ADULTO (Desde 15 anios)
DR. ANIBAL MALVIDO,2020-11-01,ODONTOLOGIA,TARDE,1,15 - 19 ANIOS,M,CONSULTA-ADULTO (Desde 15 anios)
DR. ANIBAL MALVIDO,2020-11-01,ODONTOLOGIA,TARDE,5,20-39 ANIOS,F,URGENCIA
DR. ANIBAL MALVIDO,2020-11-01,ODONTOLOGIA,TARDE,1,20-39 ANIOS,M,URGENCIA
DR. ANIBAL MALVIDO,2020-11-01,ODONTOLOGIA,TARDE,1,40-69 ANIOS,M,URGENCIA
DR. PEDRO BLUGERMAN,2020-11-01,ODONTOLOGIA,MANANA,1,5 - 14 ANIOS,F,FOTOCURADO ANTERIORES Y PosTERIORES
DR. PEDRO BLUGERMAN,2020-11-01,ODONTOLOGIA,MANANA,2,5 - 14 ANIOS,F,CONSULTA-ADULTO (Desde 15 anios)
DR. PEDRO BLUGERMAN,2020-11-01,ODONTOLOGIA,MANANA,1,5 - 14 ANIOS,M,CONSULTA-ADULTO (Desde 15 anios)
DR. PEDRO BLUGERMAN,2020-11-01,ODONTOLOGIA,MANANA,2,15 - 19 ANIOS,F,CONSULTA-ADULTO (Desde 15 anios)
DR. PEDRO BLUGERMAN,2020-11-01,ODONTOLOGIA,MANANA,3,20-39 ANIOS,F,CONSULTA-ADULTO (Desde 15 anios)
DR. PEDRO BLUGERMAN,2020-11-01,ODONTOLOGIA,MANANA,1,20-39 ANIOS,M,CONSULTA-ADULTO (Desde 15 anios)
DR. PEDRO BLUGERMAN,2020-11-01,ODONTOLOGIA,MANANA,2,40-69 ANIOS,M,CONSULTA-ADULTO (Desde 15 anios)
DR. SEMPER,2020-11-01,ODONTOLOGIA,TARDE,5,1 - 4 ANIOS,F,CONSULTA-ADULTO (Desde 15 anios)
DR. SEMPER,2020-11-01,ODONTOLOGIA,TARDE,2,1 - 4 ANIOS,M,CONSULTA-ADULTO (Desde 15 anios)
DR. SEMPER,2020-11-01,ODONTOLOGIA,TARDE,16,5 - 14 ANIOS,F,CONSULTA-ADULTO (Desde 15 anios)
DR. SEMPER,2020-11-01,ODONTOLOGIA,TARDE,10,5 - 14 ANIOS,#¡REF!,CONSULTA-ADULTO (Desde 15 anios)
DR. SEMPER,2020-11-01,ODONTOLOGIA,TARDE,3,20-39 ANIOS,M,CONSULTA-ADULTO (Desde 15 anios)
DR. SEMPER,2020-11-01,ODONTOLOGIA,TARDE,7,20-39 ANIOS,M,CONSULTA-ADULTO (Desde 15 anios)
DR. SEMPER,2020-11-01,ODONTOLOGIA,TARDE,1,40-69 ANIOS,F,CONSULTA-ADULTO (Desde 15 anios)
DR. SEMPER,2020-11-01,ODONTOLOGIA,TARDE,2,40-69 ANIOS,M,CONSULTA-ADULTO (Desde 15 anios)
DR. SEMPER,2020-11-01,ODONTOLOGIA,TARDE,8,5 - 14 ANIOS,F,URGENCIA
DR. SEMPER,2020-11-01,ODONTOLOGIA,TARDE,10,5 - 14 ANIOS,M,URGENCIA
DR. SEMPER,2020-11-01,ODONTOLOGIA,TARDE,4,15 - 19 ANIOS,F,URGENCIA
DR. SEMPER,2020-11-01,ODONTOLOGIA,TARDE,19,20-39 ANIOS,F,URGENCIA
DR. SEMPER,2020-11-01,ODONTOLOGIA,TARDE,26,20-39 ANIOS,M,URGENCIA
DR. SEMPER,2020-11-01,ODONTOLOGIA,TARDE,3,40-69 ANIOS,F,URGENCIA
DR. SEMPER,2020-11-01,ODONTOLOGIA,TARDE,1,40-69 ANIOS,M,URGENCIA
DR. SEMPER,2020-11-01,ODONTOLOGIA,TARDE,1,5 - 14 ANIOS,F,EXTRACCION DENTARIA
DR. SEMPER,2020-11-01,ODONTOLOGIA,TARDE,1,15 - 19 ANIOS,F,EXTRACCION DENTARIA
DR. SEMPER,2020-11-01,ODONTOLOGIA,TARDE,3,20-39 ANIOS,F,EXTRACCION DENTARIA
DR. SEMPER,2020-11-01,ODONTOLOGIA,TARDE,8,20-39 ANIOS,M,EXTRACCION DENTARIA
DR. SEMPER,2020-11-01,ODONTOLOGIA,MANANA/TARDE,2,15 - 19 ANIOS,F,CONSULTA-ADULTO (Desde 15 anios)
DR. SEMPER,2020-11-01,ODONTOLOGIA,MANANA/TARDE,3,15 - 19 ANIOS,M,CONSULTA-ADULTO (Desde 15 anios)
DR. SEMPER,2020-11-01,ODONTOLOGIA,MANANA/TARDE,7,20-39 ANIOS,F,CONSULTA-ADULTO (Desde 15 anios)
DR. SEMPER,2020-11-01,ODONTOLOGIA,MANANA/TARDE,9,20-39 ANIOS,M,CONSULTA-ADULTO (Desde 15 anios)
DR. SEMPER,2020-11-01,ODONTOLOGIA,MANANA/TARDE,4,40-69 ANIOS,F,CONSULTA-ADULTO (Desde 15 anios)
DR. SEMPER,2020-11-01,ODONTOLOGIA,MANANA/TARDE,1,40-69 ANIOS,M,CONSULTA-ADULTO (Desde 15 anios)
DR. SEMPER,2020-11-01,ODONTOLOGIA,MANANA/TARDE,1,5 - 14 ANIOS,F,URGENCIA
DR. SEMPER,2020-11-01,ODONTOLOGIA,MANANA/TARDE,1,5 - 14 ANIOS,M,URGENCIA
DR. SEMPER,2020-11-01,ODONTOLOGIA,MANANA/TARDE,1,40-69 ANIOS,F,URGENCIA
DR. SEMPER,2020-11-01,ODONTOLOGIA,MANANA/TARDE,4,20-39 ANIOS,F,FOTOCURADO ANTERIORES Y PosTERIORES
DR. SEMPER,2020-11-01,ODONTOLOGIA,MANANA/TARDE,1,20-39 ANIOS,M,FOTOCURADO ANTERIORES Y PosTERIORES
DR. SEMPER,2020-11-01,ODONTOLOGIA,MANANA/TARDE,1,40-69 ANIOS,M,FOTOCURADO ANTERIORES Y PosTERIORES
DR. SEMPER,2020-11-01,ODONTOLOGIA,MANANA/TARDE,2,5 - 14 ANIOS,F,INACTIVACION DE CARIES
DR. SEMPER,2020-11-01,ODONTOLOGIA,MANANA/TARDE,5,5 - 14 ANIOS,M,INACTIVACION DE CARIES
DR. SEMPER,2020-11-01,ODONTOLOGIA,MANANA/TARDE,1,40-69 ANIOS,F,INACTIVACION DE CARIES
DR. SEMPER,2020-11-01,ODONTOLOGIA,MANANA/TARDE,3,1 - 4 ANIOS,F,CONSULTAS FICHADAS Y MOTIVACION (ninios hasta 14 anios)
DR. SEMPER,2020-11-01,ODONTOLOGIA,MANANA/TARDE,4,1 - 4 ANIOS,M,CONSULTAS FICHADAS Y MOTIVACION (ninios hasta 14 anios)
DR. SEMPER,2020-11-01,ODONTOLOGIA,MANANA/TARDE,10,5 - 14 ANIOS,F,CONSULTAS FICHADAS Y MOTIVACION (ninios hasta 14 anios)
DR. SEMPER,2020-11-01,ODONTOLOGIA,MANANA/TARDE,21,5 - 14 ANIOS,M,CONSULTAS FICHADAS Y MOTIVACION (ninios hasta 14 anios)
DR. SEMPER,2020-11-01,ODONTOLOGIA,MANANA/TARDE,4,5 - 14 ANIOS,F,EXTRACCION DENTARIA
DR. SEMPER,2020-11-01,ODONTOLOGIA,MANANA/TARDE,4,5 - 14 ANIOS,M,EXTRACCION DENTARIA
DR. SEMPER,2020-11-01,ODONTOLOGIA,MANANA/TARDE,1,40-69 ANIOS,M,EXTRACCION DENTARIA
SAN MARCOS,2020-11-01,ODONTOLOGIA,MANANA/TARDE,8,1 - 4 ANIOS,F,CONSULTAS FICHADAS Y MOTIVACION (ninios hasta 14 anios)
SAN MARCOS,2020-11-01,ODONTOLOGIA,MANANA,4,1 - 4 ANIOS,M,CONSULTAS FICHADAS Y MOTIVACION (ninios hasta 14 anios)
SAN MARCOS,2020-11-01,ODONTOLOGIA,MANANA,11,5 - 14 ANIOS,F,CONSULTAS FICHADAS Y MOTIVACION (ninios hasta 14 anios)
SAN MARCOS,2020-11-01,ODONTOLOGIA,MANANA,11,5 - 14 ANIOS,M,CONSULTAS FICHADAS Y MOTIVACION (ninios hasta 14 anios)
SAN MARCOS,2020-11-01,ODONTOLOGIA,MANANA,1,15 - 19 ANIOS,F,CONSULTA-ADULTO (Desde 15 anios)
SAN MARCOS,2020-11-01,ODONTOLOGIA,MANANA,3,15 - 19 ANIOS,M,CONSULTA-ADULTO (Desde 15 anios)
SAN MARCOS,2020-11-01,ODONTOLOGIA,MANANA,5,20-39 ANIOS,F,CONSULTA-ADULTO (Desde 15 anios)
SAN MARCOS,2020-11-01,ODONTOLOGIA,MANANA,1,20-39 ANIOS,M,CONSULTA-ADULTO (Desde 15 anios)
SAN MARCOS,2020-11-01,ODONTOLOGIA,MANANA,2,40-69 ANIOS,F,CONSULTA-ADULTO (Desde 15 anios)
SAN MARCOS,2020-11-01,ODONTOLOGIA,MANANA,1,5 - 14 ANIOS,M,URGENCIA
SAN MARCOS,2020-11-01,ODONTOLOGIA,MANANA,1,15 - 19 ANIOS,M,URGENCIA
SAN MARCOS,2020-11-01,ODONTOLOGIA,MANANA,3,20-39 ANIOS,M,URGENCIA
SAN MARCOS,2020-11-01,ODONTOLOGIA,MANANA,2,5 - 14 ANIOS,F,INACTIVACION DE CARIES
SAN MARCOS,2020-11-01,ODONTOLOGIA,MANANA,3,5 - 14 ANIOS,M,INACTIVACION DE CARIES
SAN MARCOS,2020-11-01,ODONTOLOGIA,MANANA,2,20-39 ANIOS,F,INACTIVACION DE CARIES
SAN MARCOS,2020-11-01,ODONTOLOGIA,MANANA,1,5 - 14 ANIOS,F,EXTRACCION DENTARIA
SAN MARCOS,2020-11-01,ODONTOLOGIA,MANANA,1,5 - 14 ANIOS,M,EXTRACCION DENTARIA
QUINTA FERRE,2020-11-01,ODONTOLOGIA,TARDE,7,15 - 19 ANIOS,F,CONSULTA-ADULTO (Desde 15 anios)
QUINTA FERRE,2020-11-01,ODONTOLOGIA,TARDE,3,15 - 19 ANIOS,M,CONSULTA-ADULTO (Desde 15 anios)
QUINTA FERRE,2020-11-01,ODONTOLOGIA,TARDE,5,20-39 ANIOS,F,CONSULTA-ADULTO (Desde 15 anios)
QUINTA FERRE,2020-11-01,ODONTOLOGIA,TARDE,4,20-39 ANIOS,M,CONSULTA-ADULTO (Desde 15 anios)
QUINTA FERRE,2020-11-01,ODONTOLOGIA,TARDE,2,40-69 ANIOS,M,CONSULTA-ADULTO (Desde 15 anios)
QUINTA FERRE,2020-11-01,ODONTOLOGIA,TARDE,2,>=70 ANIOS,F,CONSULTA-ADULTO (Desde 15 anios)
QUINTA FERRE,2020-11-01,ODONTOLOGIA,TARDE,2,1 - 4 ANIOS,M,URGENCIA
QUINTA FERRE,2020-11-01,ODONTOLOGIA,TARDE,4,5 - 14 ANIOS,F,URGENCIA
QUINTA FERRE,2020-11-01,ODONTOLOGIA,TARDE,5,5 - 14 ANIOS,M,URGENCIA
QUINTA FERRE,2020-11-01,ODONTOLOGIA,TARDE,4,15 - 19 ANIOS,F,URGENCIA
QUINTA FERRE,2020-11-01,ODONTOLOGIA,TARDE,6,15 - 19 ANIOS,M,URGENCIA
QUINTA FERRE,2020-11-01,ODONTOLOGIA,TARDE,4,20-39 ANIOS,F,URGENCIA
QUINTA FERRE,2020-11-01,ODONTOLOGIA,TARDE,5,< 1 ANIO,F,TARTREC Y CEPILLADO MECAniCO
QUINTA FERRE,2020-11-01,ODONTOLOGIA,TARDE,3,< 1 ANIO,M,TARTREC Y CEPILLADO MECAniCO
QUINTA FERRE,2020-11-01,ODONTOLOGIA,TARDE,6,1 - 4 ANIOS,M,TARTREC Y CEPILLADO MECAniCO
QUINTA FERRE,2020-11-01,ODONTOLOGIA,TARDE,4,5 - 14 ANIOS,F,TARTREC Y CEPILLADO MECAniCO
QUINTA FERRE,2020-11-01,ODONTOLOGIA,TARDE,6,5 - 14 ANIOS,M,TARTREC Y CEPILLADO MECAniCO
QUINTA FERRE,2020-11-01,ODONTOLOGIA,TARDE,3,15 - 19 ANIOS,F,TARTREC Y CEPILLADO MECAniCO
QUINTA FERRE,2020-11-01,ODONTOLOGIA,TARDE,6,15 - 19 ANIOS,M,TARTREC Y CEPILLADO MECAniCO
QUINTA FERRE,2020-11-01,ODONTOLOGIA,TARDE,6,40-69 ANIOS,F,TARTREC Y CEPILLADO MECAniCO
QUINTA FERRE,2020-11-01,ODONTOLOGIA,TARDE,5,>=70 ANIOS,F,TARTREC Y CEPILLADO MECAniCO
QUINTA FERRE,2020-11-01,ODONTOLOGIA,TARDE,4,>=70 ANIOS,M,TARTREC Y CEPILLADO MECAniCO
QUINTA FERRE,2020-11-01,ODONTOLOGIA,TARDE,6,1 - 4 ANIOS,M,INACTIVACION DE CARIES
QUINTA FERRE,2020-11-01,ODONTOLOGIA,TARDE,4,5 - 14 ANIOS,F,INACTIVACION DE CARIES
QUINTA FERRE,2020-11-01,ODONTOLOGIA,TARDE,8,5 - 14 ANIOS,M,INACTIVACION DE CARIES
